Strain Name,Type,Rating,Rating Users,Left Parent,Right parent,Left Child,Right Child,Feeling_1,Feeling_2,Feeling_3,Feeling_4,Feeling_5,Negative_1,Negative_2,Negative_3,Negative_4,Negative_5,Helps with_1,Helps with_2,Helps with_3,Helps with_4,Helps with_5,THC,CBD,CBG
Moonrise,Hybrid,3.8,4,Moonshine Haze,Double Purple Doja,,,,,,,,,,,,,,,,,,,,
Big Wreck,Indica,4.2,58,Trainwreck,Big Bud,,,Euphoric,Relaxed,Happy,Uplifted,Creative,Dry,Dry,Anxious,Dizzy,Headache,Pain,Stress,Insomnia,Anxiety,Migraines,20%,,1%
Frosted Garlic Margy,Hybrid,5.0,1,,,,,,,,,,,,,,,,,,,,22%,,1%
True OG,Indica,4.4,493,OG Kush,N/A,Gummy Bears,Chocolate OG,Relaxed,Happy,Euphoric,Sleepy,Uplifted,Dry,Dry,Dizzy,Headache,Anxious,Stress,Anxiety,Pain,Depression,Insomnia,19%,—,
Cherry Cookies,Hybrid,4.6,65,GSC,Cherry Pie,,,Happy,Uplifted,Relaxed,Euphoric,Focused,Dry,Anxious,Dizzy,Dry,,Anxiety,Depression,Pain,Stress,PTSD,16%,,1%
Fire OG,Hybrid,4.4,1138,OG Kush,SFV OG Kush,Animal Cookies,White Fire OG,Relaxed,Happy,Euphoric,Uplifted,Hungry,Dry,Dry,Dizzy,Paranoid,Anxious,Stress,Anxiety,Depression,Pain,Insomnia,19%,—,
God's Bubba,Indica,4.7,13,Pre-98 Bubba Kush,God Bud,,,Relaxed,Happy,Sleepy,Euphoric,Creative,Dizzy,Dry,Dry,,,Pain,Stress,Headaches,Insomnia,Anxiety,15%,—,
Mendo Afgoo,Indica,5.0,7,Afghani,N/A,,,Relaxed,Sleepy,Happy,Euphoric,Uplifted,Dry,Dry,,,,Stress,Depression,Insomnia,Pain,Inflammation,14%,,1%
Grape Tropaya,,,,,,,,,,,,,,,,,,,,,,,20%,—,
Ghost Tange Haze,Hybrid,,,Bubble Gum,Ghost Train Haze,,,,,,,,,,,,,,,,,,,,
Frosties,Hybrid,,,,,,,,,,,,,,,,,,,,,,18%,—,
Pestilence,Indica,,,Abusive OG,N/A,,,,,,,,,,,,,,,,,,,,
Blue Cookies,Hybrid,4.7,633,GSC,Blueberry,,,Relaxed,Happy,Euphoric,Uplifted,Sleepy,Dry,Dry,Dizzy,Paranoid,Anxious,Stress,Anxiety,Depression,Pain,Insomnia,19%,,1%
Blue Kross,Hybrid,,,ACDC,Harle-Tsu,,,,,,,,,,,,,,,,,,,,
White Empress,Indica,4.4,7,White Widow,Cinderella 99,,,Euphoric,Uplifted,Happy,Tingly,Relaxed,Dry,Anxious,Dry,,,Depression,Fatigue,Stress,ADD,Anxiety,,,
Birds of Paradise,Hybrid,4.5,35,Blue Heron,N/A,,,Happy,Focused,Uplifted,Creative,Talkative,Dry,Dizzy,Dry,Headache,,Pain,Anxiety,Depression,Fatigue,Inflammation,17%,,2%
Citron,Hybrid,4.5,2,,,,,,,,,,,,,,,,,,,,17%,,1%
Purple Trainwreck,Hybrid,4.2,659,Trainwreck,Mendocino Purps,Trash,Smooth Operator,Euphoric,Happy,Relaxed,Uplifted,Creative,Dry,Dry,Paranoid,Dizzy,Headache,Stress,Pain,Anxiety,Depression,Insomnia,16%,,1%
Animal Land,Hybrid,3.3,3,Animal Cookies,Candyland,,,,,,,,,,,,,,,,,,18%,,1%
Northern Cross,Hybrid,4.0,1,Chernobyl,Permafrost,,,Uplifted,Happy,Focused,Euphoric,Energetic,Anxious,,,,,Lack,,,,,20%,,1%
Locomotion,Indica,4.5,69,Blue Diesel,Timewreck,,,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dry,Dizzy,Dry,Anxious,Paranoid,Stress,Pain,Depression,Insomnia,Anxiety,18%,—,
Diablo,Indica,4.0,319,Blueberry,Grapefruit,,,Relaxed,Happy,Euphoric,Uplifted,Sleepy,Dry,Dry,Dizzy,Paranoid,Headache,Stress,Pain,Anxiety,Insomnia,Depression,20%,—,
Super Sour Skunk,Hybrid,4.4,62,Super Skunk,ECSD,,,Happy,Uplifted,Giggly,Talkative,Relaxed,Dry,Dry,Anxious,Paranoid,Dizzy,Stress,Pain,Depression,Anxiety,Fatigue,15%,—,
Alien Dutchess,Sativa,4.3,36,Alien OG,Dutch Treat Haze,Blueberry Space Cake,Hayley's Haze,Uplifted,Relaxed,Happy,Euphoric,Focused,Dry,,,,,Pain,Depression,Stress,Anxiety,PTSD,,,
Wild Berry Kush,Hybrid,,,,,,,,,,,,,,,,,,,,,,19%,,1%
Red Dwarf,Indica,4.2,27,,,,,Sleepy,Relaxed,Happy,Euphoric,Hungry,Dry,Dry,Dizzy,Headache,Paranoid,Pain,Stress,Anxiety,Depression,Insomnia,13%,—,
Sumatran Sunrise,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
Flo OG,Indica,4.4,68,Flo,Rare Dankness #1,,,Relaxed,Happy,Euphoric,Sleepy,Uplifted,Dry,Dry,Dizzy,Anxious,Paranoid,Stress,Pain,Depression,Anxiety,Headaches,18%,—,
Sequoia Strawberry,Sativa,4.5,29,White Nightmare,White Strawberry,,,Uplifted,Energetic,Happy,Euphoric,Relaxed,Anxious,Dizzy,Dry,Dry,Paranoid,Depression,Anxiety,Pain,Stress,Fatigue,21%,—,
Green Line OG,Hybrid,4.7,96,Ghost OG,Lime Skunk,,,Relaxed,Happy,Uplifted,Focused,Euphoric,Dry,Paranoid,Dry,,,Stress,Depression,Pain,Anxiety,Inflammation,17%,,1%
Monkey Paw,Hybrid,4.5,49,Acapulco Gold,Afghani,,,Relaxed,Happy,Uplifted,Euphoric,Energetic,Dry,Dry,Anxious,Paranoid,Dizzy,Depression,Stress,Lack,Pain,Muscle,12%,—,
Cannadential,Hybrid,3.9,56,LA Confidential,Cannalope Haze,,,Euphoric,Happy,Uplifted,Energetic,Relaxed,Dry,Dry,Headache,Dizzy,Anxious,Pain,Stress,Anxiety,Depression,Migraines,,,
Armagnac,Hybrid,4.2,5,The White,Grape Kush,,,Relaxed,Sleepy,Talkative,Hungry,Happy,Dry,Dizzy,,,,Insomnia,Stress,ADD,Arthritis,,,,
Tangerine Man,Sativa,4.7,17,,,,,Euphoric,Uplifted,Happy,Energetic,Creative,Anxious,Dry,Dizzy,Dry,Paranoid,Fatigue,Stress,Depression,Pain,Insomnia,13%,—,
Purple Punchsicle,Hybrid,5.0,1,,,,,,,,,,,,,,,,,,,,34%,—,
Huckleberry Soda,Hybrid,4.4,5,Black Cherry Soda,Huckleberry Hound,,,Relaxed,Giggly,Euphoric,Creative,Uplifted,Dry,,,,,,,,,,18%,—,
Purple Thai,Sativa,4.4,55,Chocolate Thai,Mexican,Blueberry,Purple Haze,Happy,Uplifted,Euphoric,Relaxed,Creative,Dry,Dry,Headache,,,Stress,Depression,Pain,Fatigue,Headaches,17%,,1%
Island Maui Haze,Sativa,4.6,17,,,,,Euphoric,Relaxed,Happy,Tingly,Creative,Dry,Anxious,,,,Stress,Cramps,Depression,Headaches,Nausea,,,
Jack Frost,Hybrid,4.3,522,Jack Herer,White Widow,,,Euphoric,Happy,Uplifted,Relaxed,Creative,Dry,Dry,Paranoid,Dizzy,Headache,Stress,Depression,Anxiety,Pain,Fatigue,17%,,1%
Atomic Northern Lights,Hybrid,4.1,111,Northern Lights,Afghani,,,Happy,Aroused,Euphoric,Relaxed,Uplifted,Dry,Dry,Dizzy,Paranoid,Anxious,Stress,Anxiety,Pain,Depression,Insomnia,18%,,
Wembley,Indica,4.7,3,AK-47,Bubble Gum,,,Tingly,Relaxed,Happy,Giggly,Energetic,Depression,Eye,Fatigue,Headaches,Inflammation,,,,,,,,
Mandarin Temple,,4.4,5,,,,,Tingly,Talkative,Happy,Creative,Uplifted,Anxious,,,,,Depression,Insomnia,Stress,Anxiety,Bipolar,,,
Dosi OG,Hybrid,,,OG Kush,Do-Si-Dos,,,,,,,,,,,,,,,,,,21%,,1%
Platinum Blueberry,Indica,,,,,,,,,,,,,,,,,,,,,,18%,,1%
Super Sour Widow,Hybrid,4.7,30,White Widow,Super Sour Diesel,,,Happy,Euphoric,Uplifted,Energetic,Focused,Dry,Anxious,Dry,Paranoid,,Fatigue,Stress,Pain,PTSD,Depression,17%,,1%
CBD Yummy,,,,,,,,,,,,,,,,,,,,,,,4%,6%,
Lemon Sorbet #3,Hybrid,4.8,13,Sherbert,Lemon OG,,,Happy,Uplifted,Tingly,Sleepy,Relaxed,Dry,,,,,Stress,Nausea,Depression,Eye,Fatigue,18%,,1%
Lemon Créme,Sativa,5.0,4,Lemon Jack,Sour Cream,,,Happy,Energetic,Creative,,,,,,,,,,,,,23%,,1%
Egyptian Musk,Hybrid,4.0,1,Bubble Gum,Blueberry Diesel,,,Hungry,Happy,Giggly,,,Dry,Dry,,,,Anxiety,Arthritis,Bipolar,,,,,
Banana Cabana,Hybrid,,,,,,,,,,,,,,,,,,,,,,16%,—,
Afwreck,Hybrid,3.9,124,Trainwreck,Afghani,,,Euphoric,Happy,Uplifted,Creative,Relaxed,Dry,Dry,Dizzy,Headache,Paranoid,Stress,Anxiety,Pain,Depression,Insomnia,17%,—,
Mystery Cookies,Hybrid,3.0,1,,,,,,,,,,,,,,,,,,,,21%,,2%
Berry Punch,,4.3,3,,,,,Uplifted,Focused,Energetic,Creative,Tingly,Dry,Dry,,,,Pain,Stress,Anxiety,Arthritis,,14%,—,
Ancient OG,Indica,4.6,81,Snow Lotus,South Asian Indica,,,Relaxed,Euphoric,Sleepy,Happy,Hungry,Dry,Dry,Dizzy,Paranoid,,Stress,Depression,Pain,Insomnia,Anxiety,19%,,1%
Tropical Tang,Hybrid,4.5,23,,,,,Happy,Euphoric,Focused,Energetic,Creative,Dry,Headache,,,,Stress,Depression,Pain,Headaches,Fatigue,13%,—,
Modified Grapes,Hybrid,4.5,8,,,,,Relaxed,Uplifted,Talkative,Happy,Euphoric,Insomnia,Pain,Stress,Anxiety,Asthma,,,,,,,,
Mountain Girl x Grape Ape,Hybrid,4.0,1,Grape Ape,Mountain Girl,,,Uplifted,Tingly,Relaxed,Hungry,Energetic,Anxious,Dizzy,Dry,Paranoid,,Depression,Fatigue,Headaches,Inflammation,Insomnia,,,
Medicine Woman,Hybrid,4.8,28,G13,Hash Plant,,,Uplifted,Relaxed,Euphoric,Happy,Creative,Dry,Anxious,Dry,Paranoid,,Pain,Cramps,Inflammation,Depression,Muscle,21%,,1%
Tree of Life,Hybrid,4.9,14,Trainwreck,Mendocino Purps,,,Happy,Creative,Relaxed,Uplifted,Giggly,Dry,Dry,Headache,,,Depression,Pain,Stress,Muscle,Nausea,19%,,1%
Ripple,Hybrid,,,,,,,,,,,,,,,,,,,,,,16%,,1%
Pineapple Hash Plant,Hybrid,5.0,3,,,,,Uplifted,Relaxed,Happy,Giggly,Euphoric,Depression,Insomnia,Pain,Stress,Anxiety,,,,,,18%,,1%
Animal Mints,Hybrid,4.5,47,Animal Cookies,N/A,Kush Mints,Animal Face,Relaxed,Happy,Euphoric,Hungry,Uplifted,Dry,Headache,Paranoid,,,Pain,Stress,Depression,Insomnia,Lack,24%,,1%
Amethyst,Hybrid,4.3,12,Granddaddy Purple,Sage and Sour,,,Happy,Uplifted,Relaxed,Euphoric,Energetic,Dry,Dry,,,,Stress,Anxiety,Depression,Pain,PTSD,16%,,1%
Casper OG,Indica,5.0,19,Ghost OG,Face Off OG,,,Relaxed,Euphoric,Sleepy,Happy,Creative,Dry,Dry,Anxious,Paranoid,,Anxiety,Depression,Insomnia,Pain,Stress,21%,,1%
Bianca,Hybrid,4.3,8,White Widow,N/A,,,Relaxed,Sleepy,Uplifted,Hungry,Euphoric,Dry,Anxious,,,,Insomnia,Stress,Lack,Anxiety,Depression,17%,—,
Shiskaquine,Hybrid,4.6,10,Harlequin,Shishkaberry,,,Uplifted,Relaxed,Focused,Energetic,Happy,Dry,,,,,Pain,Headaches,Stress,Anxiety,Migraines,,,
BC Kush,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
Spirit In The Sky,,,,,,,,,,,,,,,,,,,,,,,17%,,1%
Sour Lemon,Hybrid,4.5,104,Lemon OG,California Sour,,,Happy,Relaxed,Uplifted,Creative,Energetic,Dry,Dry,Paranoid,Anxious,Dizzy,Depression,Stress,Anxiety,Headaches,Pain,18%,—,
Arcata Trainwreck,Hybrid,5.0,1,,,,,,,,,,,,,,,,,,,,18%,,1%
Royal Kush,Hybrid,4.2,201,Skunk 1,Afghani,,,Relaxed,Happy,Euphoric,Sleepy,Hungry,Dry,Dry,Dizzy,Paranoid,Anxious,Anxiety,Stress,Pain,Insomnia,Depression,17%,,1%
Prevention,Indica,5.0,4,Blueberry,Pre-98 Bubba Kush,,,Relaxed,Happy,Euphoric,Creative,Uplifted,Dry,,,,,Depression,Eye,Fatigue,Headaches,Inflammation,17%,,1%
Fallen Angel,Indica,5.0,5,,,,,Relaxed,Uplifted,Hungry,Happy,Talkative,Dry,Dry,Anxious,Paranoid,,Pain,Depression,Muscle,Migraines,Headaches,22%,,1%
Black Fire,Hybrid,4.4,7,,,,,Uplifted,Tingly,Talkative,Relaxed,Happy,Depression,Insomnia,Muscle,Pain,Stress,,,,,,19%,,1%
Sunshine Lemonade,,,,,,,,,,,,,,,,,,,,,,,,,
Blueberry Frost,Hybrid,,,,,,,,,,,,,,,,,,,,,,21%,,1%
Night Nurse,Indica,4.5,86,Fire OG,Hash Plant,,,Relaxed,Sleepy,Happy,Euphoric,Hungry,Dry,Dry,Dizzy,Anxious,Paranoid,Insomnia,Pain,Stress,Anxiety,Depression,15%,,1%
South Asian Indica,Indica,4.4,5,,,,,Uplifted,Talkative,Sleepy,Relaxed,Hungry,Dry,Dry,,,,Pain,Cramps,Depression,Headaches,Inflammation,,,
Slymer,Hybrid,3.0,4,,,,,,,,,,,,,,,,,,,,18%,—,
Tang Tang,Sativa,,,,,,,,,,,,,,,,,,,,,,,,
Buddha Syrup,Indica,3.0,1,,,,,Sleepy,Relaxed,,,,,,,,,,,,,,,,
Skystomper,,4.0,2,,,,,,,,,,,,,,,,,,,,14%,—,
Andomeda,,,,,,,,,,,,,,,,,,,,,,,,,
One to One,Hybrid,4.7,22,Amnesia Haze,N/A,,,Relaxed,Focused,Hungry,Happy,Energetic,Dry,,,,,Pain,Muscle,Stress,Insomnia,Lack,,,
Salmon OG,,,,,,,,,,,,,,,,,,,,,,,,,
Chemdawg,Hybrid,4.2,2289,Thai,Nepalese,Sour Diesel,GMO Cookies,Happy,Euphoric,Relaxed,Uplifted,Creative,Dry,Dry,Dizzy,Paranoid,Headache,Stress,Anxiety,Pain,Depression,Insomnia,18%,,1%
Melon Cookies,,,,,,,,,,,,,,,,,,,,,,,16%,—,
Gorilla Cookies,Hybrid,4.6,231,GG4,Thin Mint GSC,,,Relaxed,Happy,Euphoric,Uplifted,Sleepy,Dry,Dry,Dizzy,Anxious,Paranoid,Stress,Pain,Anxiety,Depression,Insomnia,19%,—,
Sleeroy,,,,,,,,,,,,,,,,,,,,,,,,,
Wabanaki,Sativa,4.8,39,,,,,Uplifted,Happy,Focused,Euphoric,Energetic,Dry,Anxious,Dry,,,Depression,Anxiety,Stress,Fatigue,Pain,,,
Chocolatina,Sativa,4.6,5,Tina,N/A,,,,,,,,,,,,,,,,,,20%,—,
Pacific Frost,Hybrid,4.5,6,Frosty,N/A,,,Focused,Creative,Uplifted,Happy,Euphoric,Cramps,Depression,Lack,Muscle,Pain,,,,,,10%,,1%
Citron Cooks,,,,,,,,,,,,,,,,,,,,,,,,,
Sour Mamba,Hybrid,,,,,,,,,,,,,,,,,,,,,,18%,—,
Consumption,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
Head Dog,Hybrid,,,,,,,,,,,,,,,,,,,,,,29%,,1%
Aloha,Sativa,3.9,50,,,,,Uplifted,Energetic,Happy,Creative,Focused,Dry,Dry,Dizzy,Anxious,,Pain,Stress,Depression,Nausea,Migraines,16%,,1%
Banana Punch,Hybrid,4.6,57,Purple Punch,Banana OG,,,Relaxed,Happy,Focused,Uplifted,Tingly,Dry,Anxious,Dry,Dizzy,Headache,Depression,Pain,Anxiety,Stress,PTSD,20%,,1%
Bullrider,Indica,4.4,113,Afghani,N/A,,,Happy,Relaxed,Creative,Euphoric,Uplifted,Dry,Dry,Paranoid,Dizzy,Headache,Stress,Pain,Anxiety,Insomnia,Depression,18%,,1%
Lions Gate,Indica,3.2,10,,,,,Uplifted,Happy,Relaxed,Focused,Energetic,Dry,Dizzy,Dry,,,Stress,Anxiety,Headaches,Inflammation,Insomnia,,,
Diesel Drift,Sativa,,,NYC Diesel,Fruit Punch,,,,,,,,,,,,,,,,,,13%,,1%
Purple Cookie Dough,,,,,,,,,,,,,,,,,,,,,,,,,
NorEaster,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
Tahoe Sap,,,,,,,,,,,,,,,,,,,,,,,20%,,1%
Haole,Hybrid,4.1,42,Maui Wowie,LA Confidential,,,Relaxed,Happy,Euphoric,Uplifted,Creative,Dry,Dry,Headache,,,Pain,Headaches,Stress,Spasticity,Anxiety,,,
Snow Dog,Sativa,4.5,112,Chemdawg,Super Skunk,Sin City Kush,Thank You Jerry,Uplifted,Happy,Euphoric,Creative,Focused,Dry,Anxious,Dry,Dizzy,Paranoid,Stress,Depression,Anxiety,Pain,PTSD,,,
Dinachem,Hybrid,4.5,11,Chem 91,Guava Chem,,,Relaxed,Happy,Uplifted,Talkative,Euphoric,Dry,Dry,,,,Depression,Stress,Lack,Fatigue,Spasticity,20%,—,
Guava Kai,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
Strawberry Blue,Sativa,4.1,55,Strawberry,N/A,,,Happy,Energetic,Euphoric,Uplifted,Relaxed,Dry,Dry,Dizzy,Headache,,Stress,Depression,Pain,Anxiety,Fatigue,15%,,1%
Day Tripper,Hybrid,4.0,28,Master Kush,Sensi Star,,,Relaxed,Uplifted,Focused,Euphoric,Happy,Dry,Anxious,Dizzy,Dry,Paranoid,Stress,Anxiety,Migraines,Depression,Fatigue,17%,,1%
Sour OG,Hybrid,4.3,744,OG Kush,Sour Diesel,OG Sour Diesel,Chairman Chem Sou,Happy,Relaxed,Euphoric,Uplifted,Energetic,Dry,Dry,Dizzy,Anxious,Paranoid,Stress,Anxiety,Depression,Pain,Fatigue,20%,—,
Blueberry Hashplant,Hybrid,4.5,2,Blue Dream,Hash Plant,,,Uplifted,Talkative,Relaxed,Happy,Focused,Dry,,,,,,,,,,,,
Velvet Glove #1,,,,,,,,,,,,,,,,,,,,,,,,,
Bubba Fett,Hybrid,4.6,31,,,,,Relaxed,Euphoric,Sleepy,Happy,Hungry,Anxiety,Pain,Insomnia,Lack,Stress,,,,,,17%,—,
White Sumo,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
Starfighter,Hybrid,4.2,50,Tahoe Alien,Lemon Alien Dawg,MAC,Cookies and Cream,Happy,Relaxed,Euphoric,Uplifted,Giggly,Dry,Anxious,Dizzy,Dry,Paranoid,Depression,Stress,Pain,Anxiety,Insomnia,18%,,1%
Death Star,Indica,4.5,1386,Sour Diesel,Sensi Star,Death Bubba,Jedi Kush,Relaxed,Euphoric,Happy,Sleepy,Uplifted,Dry,Dry,Dizzy,Paranoid,Anxious,Stress,Pain,Anxiety,Insomnia,Depression,20%,—,
Sour Pez,Hybrid,,,,,,,,,,,,,,,,,,,,,,17%,,1%
Dream 'n Sour,Sativa,5.0,4,,,,,,,,,,,,,,,,,,,,,,
Ice Bomb,Hybrid,,,,,,,,,,,,,,,,,,,,,,17%,,1%
Squirr't,,,,,,,,,,,,,,,,,,,,,,,,,
Cherry Do-Si-Dos,,4.5,2,,,,,,,,,,,,,,,,,,,,24%,,1%
East Coast Sour Diesel,Sativa,4.5,23,,,,,Energetic,Uplifted,Focused,Creative,Talkative,Dry,,,,,Anxiety,Depression,Fatigue,Stress,PTSD,19%,,1%
LVPK,Hybrid,4.3,25,Hindu Kush,Purple Afghani,Alien Kush,Purple Glue,Happy,Relaxed,Euphoric,Creative,Uplifted,Dry,Paranoid,Dizzy,Dry,,Stress,Nausea,Pain,Lack,Anxiety,17%,—,
Sorbet #4,Hybrid,,,GG4,N/A,,,,,,,,,,,,,,,,,,24%,,1%
Lime Green Skunk,Hybrid,4.2,30,Northern Lights,Super Skunk,,,Uplifted,Happy,Euphoric,Focused,Relaxed,Dry,Dry,Paranoid,Dizzy,,Stress,Anxiety,Depression,Insomnia,Pain,15%,—,
King's Bread,Sativa,3.9,28,Jamaican,N/A,,,Euphoric,Uplifted,Creative,Happy,Focused,Headache,Dry,Dizzy,Dry,,Stress,Depression,Anxiety,Fatigue,Pain,21%,,1%
1024,Sativa,4.5,61,,,,,Uplifted,Happy,Energetic,Relaxed,Creative,Dry,Dry,Dizzy,,,Pain,Stress,Anxiety,Depression,Inflammation,10%,,1%
Gold King's Thai,Sativa,4.3,3,,,,,Happy,Energetic,Uplifted,Focused,Creative,Dry,Dry,,,,Depression,Pain,Stress,Anxiety,Phantom,,,
Full Moon,Sativa,4.8,31,Thai,N/A,,,Uplifted,Energetic,Happy,Euphoric,Creative,Dry,Dry,Anxious,Dizzy,Paranoid,Depression,Stress,Fatigue,ADD,Anxiety,13%,,1%
Banana Butter Cup,,,,,,,,,,,,,,,,,,,,,,,,,
Green Goblin,Sativa,4.3,117,Northern Lights,Skunk 1,,,Uplifted,Happy,Euphoric,Focused,Creative,Dry,Dry,Dizzy,Paranoid,Anxious,Stress,Pain,Anxiety,Depression,Insomnia,14%,,1%
OGmatic,Hybrid,,,,,,,,,,,,,,,,,,,,,,18%,,1%
Smelliot,Hybrid,5.0,6,,,,,Uplifted,Happy,Relaxed,Giggly,Focused,Dizzy,,,,,Depression,Insomnia,Fatigue,Muscle,Stress,18%,—,
Cataract Kush,Hybrid,4.4,179,,,,,Happy,Relaxed,Euphoric,Sleepy,Uplifted,Dry,Dry,Dizzy,Paranoid,Anxious,Stress,Pain,Insomnia,Anxiety,Depression,20%,—,
Mother's Milk,Hybrid,4.4,67,Appalachia,N/A,,,Relaxed,Happy,Euphoric,Uplifted,Sleepy,Dry,Dry,Dizzy,Anxious,Headache,Stress,Pain,Anxiety,Depression,Lack,25%,—,
Bakerstreet,Indica,4.1,36,Hindu Kush,N/A,,,Relaxed,Euphoric,Happy,Hungry,Sleepy,Dry,Dry,Anxious,Dizzy,Headache,Pain,Stress,Depression,Anxiety,Insomnia,,,
The Menthol,Hybrid,3.5,2,,,,,,,,,,,,,,,,,,,,,,
Blue Lights,Indica,4.6,79,Northern Lights,Blueberry,,,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dry,Dizzy,Paranoid,Dry,Anxious,Anxiety,Stress,Insomnia,Depression,Pain,20%,,1%
Wonder Haze,Hybrid,4.3,16,,,,,Uplifted,Happy,Euphoric,Creative,Focused,Dry,Dry,Dizzy,,,Pain,Stress,Anxiety,Insomnia,Nausea,20%,,1%
Grim Bastard OG,Hybrid,4.7,3,,,,,Uplifted,Relaxed,Happy,Euphoric,,Anxiety,,,,,,,,,,,,
Critique,Hybrid,5.0,1,,,,,Relaxed,Happy,,,,,,,,,,,,,,19%,,1%
Queen's Panties,Hybrid,4.3,7,Dream Queen,Purple Panty Dropper,,,Happy,Uplifted,Relaxed,Tingly,Talkative,Anxious,Dry,Paranoid,,,Gastrointestinal,Migraines,PMS,,,,,
Blue Dragon Desert Frost,Hybrid,5.0,1,,,,,Anxiety,,,,,,,,,,,,,,,18%,,1%
Milk Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,
Mercy Fruit Haze,Sativa,,,,,,,,,,,,,,,,,,,,,,17%,,2%
Brian Berry Cough,Hybrid,4.5,42,Strawberry Cough,Space Queen,Brian Berry Black Currant,Brian Berry Citrus Blend,Happy,Relaxed,Euphoric,Uplifted,Energetic,Dry,Dry,Anxious,Dizzy,Paranoid,Depression,Stress,Anxiety,Headaches,Nausea,17%,,1%
BRZRKR,,,,,,,,,,,,,,,,,,,,,,,20%,—,
Elephant Poop,,,,,,,,,,,,,,,,,,,,,,,21%,,1%
Lazy Lightning,Hybrid,4.7,9,,,,,Relaxed,Happy,Euphoric,Uplifted,Giggly,Dry,Dry,,,,Depression,Insomnia,Lack,Pain,Stress,,,
Garlic Zkittlez,Hybrid,4.0,1,,,,,,,,,,,,,,,,,,,,19%,,1%
Grape Cake,Hybrid,4.8,18,Wedding Cake,Cherry Pie,,,Relaxed,Happy,Energetic,Euphoric,Giggly,Anxious,Dizzy,Dry,,,Anxiety,Stress,Cramps,Depression,Headaches,20%,,1%
Cannalope Kush,Hybrid,4.5,149,OG #18,Cannalope Haze,,,Happy,Uplifted,Euphoric,Relaxed,Energetic,Dry,Dry,Paranoid,Dizzy,Anxious,Stress,Depression,Anxiety,Pain,Fatigue,17%,,1%
Hawaiian Sativa,Sativa,4.1,34,Hawaiian,N/A,,,Uplifted,Euphoric,Happy,Creative,Energetic,Dry,Dizzy,Dry,Headache,Anxious,Stress,Depression,Anxiety,Insomnia,Pain,,,
Durban Queen,,,,,,,,,,,,,,,,,,,,,,,16%,—,
Cosmic Serpent #10,Hybrid,,,,,,,,,,,,,,,,,,,,,,21%,,1%
Guava,Sativa,4.6,25,Gelato,N/A,,,Uplifted,Happy,Talkative,Euphoric,Relaxed,Stress,Nausea,Anxiety,Fatigue,Headaches,,,,,,19%,,1%
Doobiebird Daydream,Hybrid,4.8,12,Blue Dream,N/A,,,Relaxed,Happy,Uplifted,Tingly,Hungry,Dry,Dry,Headache,,,Depression,Eye,Inflammation,Anxiety,Fatigue,,,
Citrus Rush,Hybrid,5.0,5,Do-Si-Dos,N/A,,,Uplifted,Talkative,Happy,Giggly,Focused,Dizzy,,,,,Depression,Fatigue,Pain,Stress,,,,
Arjan's Ultra Haze #1,Sativa,4.8,18,Neville's Haze,N/A,,,Focused,Euphoric,Uplifted,Relaxed,Energetic,Dry,Dry,Dizzy,Paranoid,Anxious,Stress,Anxiety,Fatigue,ADD,PTSD,,,
Master Cindy,,,,,,,,,,,,,,,,,,,,,,,,,
Candy Apple,Hybrid,4.3,13,Blueberry,Afghan Kush,,,Uplifted,Focused,Energetic,Tingly,Talkative,Dizzy,Dry,Anxious,,,ADD,Depression,Pain,Anxiety,PTSD,19%,,1%
Dr. Feelgood,Hybrid,4.3,9,Harlequin,N/A,,,Relaxed,Happy,Euphoric,Tingly,Uplifted,Dry,,,,,Stress,Anxiety,Depression,Cramps,Eye,,,
Presidential OG,Indica,4.4,379,OG Kush,Bubble Gum,,,Relaxed,Sleepy,Happy,Euphoric,Uplifted,Dry,Dry,Dizzy,Headache,Paranoid,Stress,Pain,Insomnia,Anxiety,Depression,18%,—,
Sour Cookies,Hybrid,4.4,118,GSC,Sour Diesel,,,Relaxed,Happy,Uplifted,Euphoric,Talkative,Dry,Dry,Anxious,Paranoid,Dizzy,Depression,Pain,Stress,Anxiety,Inflammation,21%,,1%
Trideri,Indica,5.0,1,,,,,Uplifted,Relaxed,Happy,Focused,Euphoric,Inflammation,Nausea,Pain,Stress,Arthritis,,,,,,,,
13 Dawgs,Hybrid,4.1,12,Chemdawg,G13,,,Uplifted,Relaxed,Happy,Tingly,Hungry,Dry,Dry,,,,Cramps,Depression,Fatigue,Stress,Headaches,,,
Scott's OG,Hybrid,4.6,144,Triangle Kush,Rare Dankness #1,,,Relaxed,Happy,Euphoric,Uplifted,Sleepy,Dry,Dry,Dizzy,Headache,Anxious,Stress,Pain,Depression,Anxiety,Insomnia,18%,—,
Catfish,Sativa,4.8,35,,,,,Uplifted,Energetic,Creative,Happy,Euphoric,Dry,Dry,Paranoid,Anxious,,Stress,Depression,Lack,Nausea,Pain,,,
